gisaid_epi_isl,Region,Lab,Date
EPI_ISL_329853_2018-07-10,Africa,Africa,2018.520548
EPI_ISL_346061_2018-07-17,Africa,Africa,2018.539726
EPI_ISL_347133_2018-08-03,Africa,Africa,2018.586301
EPI_ISL_367816_2018-08-06,Africa,Africa,2018.594521
EPI_ISL_367818_2018-08-28,Africa,Africa,2018.654795
EPI_ISL_367827_2018-08-29,Africa,Africa,2018.657534
EPI_ISL_361964_2018-09-03,Africa,Africa,2018.671233
EPI_ISL_367819_2018-09-04,Africa,Africa,2018.673973
EPI_ISL_367829_2018-09-12,Africa,Africa,2018.69589
EPI_ISL_367820_2018-09-25,Africa,Africa,2018.731507
EPI_ISL_367821_2018-09-25,Africa,Africa,2018.731507
EPI_ISL_363093_2018-10-15,Africa,Africa,2018.786301
EPI_ISL_356223_2018-11-01,Africa,Africa,2018.832877
EPI_ISL_336079_2018-10-22,Africa,Africa,2018.805479
EPI_ISL_341936_2018-10-30,Africa,Africa,2018.827397
EPI_ISL_347941_2018-10-25,Africa,Africa,2018.813699
EPI_ISL_355536_2018-11-06,Africa,Africa,2018.846575
EPI_ISL_355539_2018-11-14,Africa,Africa,2018.868493
EPI_ISL_341940_2018-11-09,Africa,Africa,2018.854795
EPI_ISL_347950_2018-12-01,Africa,Africa,2018.915068
EPI_ISL_357856_2018-11-07,Africa,Africa,2018.849315
EPI_ISL_346057_2018-12-29,Africa,Africa,2018.991781
EPI_ISL_347948_2018-12-27,Africa,Africa,2018.986301
EPI_ISL_349929_2018-12-03,Africa,Africa,2018.920548
EPI_ISL_347131_2018-12-03,Africa,Africa,2018.920548
EPI_ISL_355083_2018-12-26,Africa,Africa,2018.983562
EPI_ISL_165890_2014-01-26,Europe,Europe,2014.068493
EPI_ISL_161906_2014-01-11,Europe,Europe,2014.027397
EPI_ISL_154766_2014-01-15,Europe,Europe,2014.038356
EPI_ISL_154773_2014-01-07,Europe,Europe,2014.016438
EPI_ISL_164200_2014-01-10,Europe,Europe,2014.024658
EPI_ISL_163540_2014-02-07,Europe,Europe,2014.10137
EPI_ISL_288215_2014-02-09,Europe,Europe,2014.106849
EPI_ISL_288212_2014-02-15,Europe,Europe,2014.123288
EPI_ISL_159141_2014-02-13,Europe,Europe,2014.117808
EPI_ISL_165901_2014-03-01,Europe,Europe,2014.161644
EPI_ISL_165573_2014-03-19,Europe,Europe,2014.210959
EPI_ISL_162148_2014-03-27,Europe,Europe,2014.232877
EPI_ISL_164241_2014-03-26,Europe,Europe,2014.230137
EPI_ISL_163128_2014-03-26,Europe,Europe,2014.230137
EPI_ISL_163093_2014-03-07,Europe,Europe,2014.178082
EPI_ISL_164208_2014-04-16,Europe,Europe,2014.287671
EPI_ISL_164246_2014-04-14,Europe,Europe,2014.282192
EPI_ISL_165563_2014-04-08,Europe,Europe,2014.265753
EPI_ISL_165564_2014-04-11,Europe,Europe,2014.273973
EPI_ISL_165540_2014-04-04,Europe,Europe,2014.254795
EPI_ISL_166033_2014-05-30,Europe,Europe,2014.408219
EPI_ISL_288207_2014-05-28,Europe,Europe,2014.40274
EPI_ISL_164982_2014-05-05,Europe,Europe,2014.339726
EPI_ISL_166032_2014-05-28,Europe,Europe,2014.40274
EPI_ISL_288190_2014-05-08,Europe,Europe,2014.347945
EPI_ISL_288196_2014-06-24,Europe,Europe,2014.476712
EPI_ISL_166892_2014-06-29,Europe,Europe,2014.490411
EPI_ISL_166082_2014-06-08,Europe,Europe,2014.432877
EPI_ISL_166237_2014-06-16,Europe,Europe,2014.454795
EPI_ISL_166239_2014-06-14,Europe,Europe,2014.449315
EPI_ISL_169520_2014-07-31,Europe,Europe,2014.578082
EPI_ISL_168930_2014-07-26,Europe,Europe,2014.564384
EPI_ISL_288199_2014-07-30,Europe,Europe,2014.575342
EPI_ISL_288195_2014-07-13,Europe,Europe,2014.528767
EPI_ISL_288187_2014-07-25,Europe,Europe,2014.561644
EPI_ISL_168925_2014-08-07,Europe,Europe,2014.59726
EPI_ISL_288179_2014-08-25,Europe,Europe,2014.646575
EPI_ISL_219036_2014-08-11,Europe,Europe,2014.608219
EPI_ISL_192804_2014-08-25,Europe,Europe,2014.646575
EPI_ISL_176668_2014-08-25,Europe,Europe,2014.646575
EPI_ISL_192193_2014-09-24,Europe,Europe,2014.728767
EPI_ISL_170309_2014-09-11,Europe,Europe,2014.693151
EPI_ISL_168942_2014-10-01,Europe,Europe,2014.747945
EPI_ISL_167961_2014-09-26,Europe,Europe,2014.734247
EPI_ISL_168943_2014-10-01,Europe,Europe,2014.747945
EPI_ISL_285999_2014-10-20,Europe,Europe,2014.8
EPI_ISL_188753_2014-10-10,Europe,Europe,2014.772603
EPI_ISL_171767_2014-10-20,Europe,Europe,2014.8
EPI_ISL_167956_2014-10-18,Europe,Europe,2014.794521
EPI_ISL_171784_2014-10-30,Europe,Europe,2014.827397
EPI_ISL_170327_2014-11-08,Europe,Europe,2014.852055
EPI_ISL_169259_2014-11-28,Europe,Europe,2014.906849
EPI_ISL_173000_2014-11-23,Europe,Europe,2014.893151
EPI_ISL_179468_2014-11-13,Europe,Europe,2014.865753
EPI_ISL_188769_2014-11-26,Europe,Europe,2014.90137
EPI_ISL_286781_2014-12-17,Europe,Europe,2014.958904
EPI_ISL_192232_2014-12-30,Europe,Europe,2014.994521
EPI_ISL_170010_2014-12-15,Europe,Europe,2014.953425
EPI_ISL_188800_2014-12-17,Europe,Europe,2014.958904
EPI_ISL_188791_2014-12-16,Europe,Europe,2014.956164
EPI_ISL_220388_2015-01-13,Europe,Europe,2015.032877
EPI_ISL_190603_2015-01-29,Europe,Europe,2015.076712
EPI_ISL_286783_2015-01-20,Europe,Europe,2015.052055
EPI_ISL_205027_2015-01-26,Europe,Europe,2015.068493
EPI_ISL_191823_2015-01-29,Europe,Europe,2015.076712
EPI_ISL_182172_2015-02-14,Europe,Europe,2015.120548
EPI_ISL_179305_2015-02-02,Europe,Europe,2015.087671
EPI_ISL_193157_2015-02-13,Europe,Europe,2015.117808
EPI_ISL_191637_2015-02-09,Europe,Europe,2015.106849
EPI_ISL_191805_2015-02-24,Europe,Europe,2015.147945
EPI_ISL_190935_2015-03-18,Europe,Europe,2015.208219
EPI_ISL_197922_2015-03-23,Europe,Europe,2015.221918
EPI_ISL_188862_2015-04-01,Europe,Europe,2015.246575
EPI_ISL_197903_2015-03-15,Europe,Europe,2015.2
EPI_ISL_206150_2015-03-13,Europe,Europe,2015.194521
EPI_ISL_201682_2015-04-22,Europe,Europe,2015.30411
EPI_ISL_197910_2015-04-24,Europe,Europe,2015.309589
EPI_ISL_288079_2015-04-22,Europe,Europe,2015.30411
EPI_ISL_191965_2015-04-15,Europe,Europe,2015.284932
EPI_ISL_191968_2015-04-14,Europe,Europe,2015.282192
EPI_ISL_198091_2015-05-21,Europe,Europe,2015.383562
EPI_ISL_201639_2015-05-13,Europe,Europe,2015.361644
EPI_ISL_197944_2015-05-06,Europe,Europe,2015.342466
EPI_ISL_197970_2015-05-26,Europe,Europe,2015.39726
EPI_ISL_288077_2015-05-10,Europe,Europe,2015.353425
EPI_ISL_288046_2015-06-17,Europe,Europe,2015.457534
EPI_ISL_198007_2015-07-01,Europe,Europe,2015.49589
EPI_ISL_201652_2015-06-12,Europe,Europe,2015.443836
EPI_ISL_288031_2015-06-25,Europe,Europe,2015.479452
EPI_ISL_197979_2015-06-25,Europe,Europe,2015.479452
EPI_ISL_198014_2015-07-09,Europe,Europe,2015.517808
EPI_ISL_220059_2015-07-10,Europe,Europe,2015.520548
EPI_ISL_287932_2015-07-07,Europe,Europe,2015.512329
EPI_ISL_202680_2015-07-16,Europe,Europe,2015.536986
EPI_ISL_202704_2015-07-29,Europe,Europe,2015.572603
EPI_ISL_198082_2015-08-08,Europe,Europe,2015.6
EPI_ISL_287961_2015-08-05,Europe,Europe,2015.591781
EPI_ISL_287889_2015-08-07,Europe,Europe,2015.59726
EPI_ISL_202731_2015-08-02,Europe,Europe,2015.583562
EPI_ISL_202696_2015-08-24,Europe,Europe,2015.643836
EPI_ISL_203369_2015-09-06,Europe,Europe,2015.679452
EPI_ISL_220072_2015-09-21,Europe,Europe,2015.720548
EPI_ISL_220068_2015-09-24,Europe,Europe,2015.728767
EPI_ISL_287843_2015-09-03,Europe,Europe,2015.671233
EPI_ISL_287854_2015-09-03,Europe,Europe,2015.671233
EPI_ISL_220138_2015-10-31,Europe,Europe,2015.830137
EPI_ISL_209049_2015-10-10,Europe,Europe,2015.772603
EPI_ISL_220096_2015-10-08,Europe,Europe,2015.767123
EPI_ISL_201341_2015-10-28,Europe,Europe,2015.821918
EPI_ISL_220109_2015-10-20,Europe,Europe,2015.8
EPI_ISL_209072_2015-11-09,Europe,Europe,2015.854795
EPI_ISL_209092_2015-12-01,Europe,Europe,2015.915068
EPI_ISL_215875_2015-11-28,Europe,Europe,2015.906849
EPI_ISL_207609_2015-11-30,Europe,Europe,2015.912329
EPI_ISL_207608_2015-11-20,Europe,Europe,2015.884932
EPI_ISL_215719_2015-12-10,Europe,Europe,2015.939726
EPI_ISL_213092_2015-12-08,Europe,Europe,2015.934247
EPI_ISL_209093_2015-12-18,Europe,Europe,2015.961644
EPI_ISL_234130_2015-12-19,Europe,Europe,2015.964384
EPI_ISL_206934_2015-12-03,Europe,Europe,2015.920548
EPI_ISL_208198_2016-01-07,Europe,Europe,2016.016393
EPI_ISL_211761_2016-01-12,Europe,Europe,2016.030055
EPI_ISL_222804_2016-01-03,Europe,Europe,2016.005464
EPI_ISL_222827_2016-01-04,Europe,Europe,2016.008197
EPI_ISL_212095_2016-01-13,Europe,Europe,2016.032787
EPI_ISL_218958_2016-02-22,Europe,Europe,2016.142077
EPI_ISL_218956_2016-02-10,Europe,Europe,2016.10929
EPI_ISL_223913_2016-02-02,Europe,Europe,2016.087432
EPI_ISL_212512_2016-02-10,Europe,Europe,2016.10929
EPI_ISL_218957_2016-02-10,Europe,Europe,2016.10929
EPI_ISL_289146_2016-03-03,Europe,Europe,2016.169399
EPI_ISL_224560_2016-03-23,Europe,Europe,2016.224044
EPI_ISL_223914_2016-03-10,Europe,Europe,2016.188525
EPI_ISL_255495_2016-03-29,Europe,Europe,2016.240437
EPI_ISL_259675_2016-03-31,Europe,Europe,2016.245902
EPI_ISL_237607_2016-04-11,Europe,Europe,2016.275956
EPI_ISL_248780_2016-04-28,Europe,Europe,2016.322404
EPI_ISL_331697_2016-04-25,Europe,Europe,2016.314208
EPI_ISL_227639_2016-04-10,Europe,Europe,2016.273224
EPI_ISL_241320_2016-04-20,Europe,Europe,2016.300546
EPI_ISL_225050_2016-05-06,Europe,Europe,2016.344262
EPI_ISL_224683_2016-05-21,Europe,Europe,2016.385246
EPI_ISL_289124_2016-05-18,Europe,Europe,2016.377049
EPI_ISL_233243_2016-05-18,Europe,Europe,2016.377049
EPI_ISL_233276_2016-05-13,Europe,Europe,2016.363388
EPI_ISL_233233_2016-06-24,Europe,Europe,2016.478142
EPI_ISL_233223_2016-06-04,Europe,Europe,2016.423497
EPI_ISL_233866_2016-06-08,Europe,Europe,2016.434426
EPI_ISL_233236_2016-06-28,Europe,Europe,2016.489071
EPI_ISL_233298_2016-06-30,Europe,Europe,2016.494536
EPI_ISL_289113_2016-07-22,Europe,Europe,2016.554645
EPI_ISL_239508_2016-07-13,Europe,Europe,2016.530055
EPI_ISL_289104_2016-07-10,Europe,Europe,2016.521858
EPI_ISL_237442_2016-07-12,Europe,Europe,2016.527322
EPI_ISL_234064_2016-08-01,Europe,Europe,2016.581967
EPI_ISL_234210_2016-08-23,Europe,Europe,2016.642077
EPI_ISL_234200_2016-08-08,Europe,Europe,2016.601093
EPI_ISL_234104_2016-08-05,Europe,Europe,2016.592896
EPI_ISL_289052_2016-08-13,Europe,Europe,2016.614754
EPI_ISL_234179_2016-08-04,Europe,Europe,2016.590164
EPI_ISL_239938_2016-09-06,Europe,Europe,2016.680328
EPI_ISL_239968_2016-09-12,Europe,Europe,2016.696721
EPI_ISL_255465_2016-09-02,Europe,Europe,2016.669399
EPI_ISL_239979_2016-09-06,Europe,Europe,2016.680328
EPI_ISL_282638_2016-10-01,Europe,Europe,2016.748634
EPI_ISL_249226_2016-10-06,Europe,Europe,2016.762295
EPI_ISL_243970_2016-10-30,Europe,Europe,2016.827869
EPI_ISL_248415_2016-10-20,Europe,Europe,2016.800546
EPI_ISL_239818_2016-10-26,Europe,Europe,2016.81694
EPI_ISL_237255_2016-10-08,Europe,Europe,2016.76776
EPI_ISL_244902_2016-11-28,Europe,Europe,2016.907104
EPI_ISL_267949_2016-11-22,Europe,Europe,2016.89071
EPI_ISL_249332_2016-11-25,Europe,Europe,2016.898907
EPI_ISL_270390_2016-11-02,Europe,Europe,2016.836066
EPI_ISL_248414_2016-11-29,Europe,Europe,2016.909836
EPI_ISL_257392_2016-12-05,Europe,Europe,2016.92623
EPI_ISL_260719_2016-12-20,Europe,Europe,2016.967213
EPI_ISL_247465_2016-12-27,Europe,Europe,2016.986339
EPI_ISL_275564_2016-12-15,Europe,Europe,2016.953552
EPI_ISL_248447_2016-12-18,Europe,Europe,2016.961749
EPI_ISL_246015_2017-01-03,Europe,Europe,2017.005479
EPI_ISL_269815_2017-01-03,Europe,Europe,2017.005479
EPI_ISL_260573_2017-01-03,Europe,Europe,2017.005479
EPI_ISL_242912_2017-01-03,Europe,Europe,2017.005479
EPI_ISL_269353_2017-01-07,Europe,Europe,2017.016438
EPI_ISL_269898_2017-02-20,Europe,Europe,2017.136986
EPI_ISL_263020_2017-02-28,Europe,Europe,2017.158904
EPI_ISL_253330_2017-02-14,Europe,Europe,2017.120548
EPI_ISL_261654_2017-02-15,Europe,Europe,2017.123288
EPI_ISL_382535_2017-02-13,Europe,Europe,2017.117808
EPI_ISL_269271_2017-03-06,Europe,Europe,2017.175342
EPI_ISL_269405_2017-03-06,Europe,Europe,2017.175342
EPI_ISL_270567_2017-03-10,Europe,Europe,2017.186301
EPI_ISL_269408_2017-03-13,Europe,Europe,2017.194521
EPI_ISL_272686_2017-03-08,Europe,Europe,2017.180822
EPI_ISL_269432_2017-04-13,Europe,Europe,2017.279452
EPI_ISL_275597_2017-04-18,Europe,Europe,2017.293151
EPI_ISL_269440_2017-04-22,Europe,Europe,2017.30411
EPI_ISL_269386_2017-04-05,Europe,Europe,2017.257534
EPI_ISL_271248_2017-05-01,Europe,Europe,2017.328767
EPI_ISL_271262_2017-05-18,Europe,Europe,2017.375342
EPI_ISL_271318_2017-05-15,Europe,Europe,2017.367123
EPI_ISL_288875_2017-05-31,Europe,Europe,2017.410959
EPI_ISL_271280_2017-05-03,Europe,Europe,2017.334247
EPI_ISL_282273_2017-05-20,Europe,Europe,2017.380822
EPI_ISL_396178_2017-06-27,Europe,Europe,2017.484932
EPI_ISL_275202_2017-06-29,Europe,Europe,2017.490411
EPI_ISL_277323_2017-06-18,Europe,Europe,2017.460274
EPI_ISL_277305_2017-06-29,Europe,Europe,2017.490411
EPI_ISL_275232_2017-06-14,Europe,Europe,2017.449315
EPI_ISL_275266_2017-07-04,Europe,Europe,2017.50411
EPI_ISL_277567_2017-07-17,Europe,Europe,2017.539726
EPI_ISL_277545_2017-07-27,Europe,Europe,2017.567123
EPI_ISL_277910_2017-08-01,Europe,Europe,2017.580822
EPI_ISL_277344_2017-07-14,Europe,Europe,2017.531507
EPI_ISL_396802_2017-08-16,Europe,Europe,2017.621918
EPI_ISL_283124_2017-08-22,Europe,Europe,2017.638356
EPI_ISL_277908_2017-08-07,Europe,Europe,2017.59726
EPI_ISL_396314_2017-08-27,Europe,Europe,2017.652055
EPI_ISL_396694_2017-08-15,Europe,Europe,2017.619178
EPI_ISL_282487_2017-09-21,Europe,Europe,2017.720548
EPI_ISL_396761_2017-09-17,Europe,Europe,2017.709589
EPI_ISL_313412_2017-09-13,Europe,Europe,2017.69863
EPI_ISL_283120_2017-09-26,Europe,Europe,2017.734247
EPI_ISL_289877_2017-09-08,Europe,Europe,2017.684932
EPI_ISL_286866_2017-10-25,Europe,Europe,2017.813699
EPI_ISL_291416_2017-10-23,Europe,Europe,2017.808219
EPI_ISL_293067_2017-10-08,Europe,Europe,2017.767123
EPI_ISL_293802_2017-10-05,Europe,Europe,2017.758904
EPI_ISL_287571_2017-10-28,Europe,Europe,2017.821918
EPI_ISL_369231_2017-11-11,Europe,Europe,2017.860274
EPI_ISL_292915_2017-11-15,Europe,Europe,2017.871233
EPI_ISL_315028_2017-11-08,Europe,Europe,2017.852055
EPI_ISL_299907_2017-11-17,Europe,Europe,2017.876712
EPI_ISL_292892_2017-11-08,Europe,Europe,2017.852055
EPI_ISL_294225_2017-12-11,Europe,Europe,2017.942466
EPI_ISL_297488_2017-12-20,Europe,Europe,2017.967123
EPI_ISL_292244_2017-12-10,Europe,Europe,2017.939726
EPI_ISL_292272_2017-12-14,Europe,Europe,2017.950685
EPI_ISL_292290_2017-12-28,Europe,Europe,2017.989041
EPI_ISL_316031_2018-01-27,Europe,Europe,2018.071233
EPI_ISL_314617_2018-01-29,Europe,Europe,2018.076712
EPI_ISL_301543_2018-01-24,Europe,Europe,2018.063014
EPI_ISL_309027_2018-01-02,Europe,Europe,2018.00274
EPI_ISL_301539_2018-01-20,Europe,Europe,2018.052055
EPI_ISL_303396_2018-02-01,Europe,Europe,2018.084932
EPI_ISL_303515_2018-02-17,Europe,Europe,2018.128767
EPI_ISL_315760_2018-02-23,Europe,Europe,2018.145205
EPI_ISL_376719_2018-02-08,Europe,Europe,2018.10411
EPI_ISL_312017_2018-02-19,Europe,Europe,2018.134247
EPI_ISL_315749_2018-03-15,Europe,Europe,2018.2
EPI_ISL_396265_2018-03-13,Europe,Europe,2018.194521
EPI_ISL_313866_2018-03-05,Europe,Europe,2018.172603
EPI_ISL_315756_2018-03-12,Europe,Europe,2018.191781
EPI_ISL_373411_2018-03-12,Europe,Europe,2018.191781
EPI_ISL_320650_2018-04-05,Europe,Europe,2018.257534
EPI_ISL_314678_2018-04-05,Europe,Europe,2018.257534
EPI_ISL_396390_2018-05-01,Europe,Europe,2018.328767
EPI_ISL_313865_2018-04-03,Europe,Europe,2018.252055
EPI_ISL_314662_2018-04-10,Europe,Europe,2018.271233
EPI_ISL_396475_2018-05-29,Europe,Europe,2018.405479
EPI_ISL_320404_2018-05-21,Europe,Europe,2018.383562
EPI_ISL_320398_2018-05-29,Europe,Europe,2018.405479
EPI_ISL_322465_2018-05-03,Europe,Europe,2018.334247
EPI_ISL_330162_2018-05-25,Europe,Europe,2018.394521
EPI_ISL_322734_2018-06-04,Europe,Europe,2018.421918
EPI_ISL_396728_2018-06-16,Europe,Europe,2018.454795
EPI_ISL_396315_2018-06-14,Europe,Europe,2018.449315
EPI_ISL_329735_2018-06-14,Europe,Europe,2018.449315
EPI_ISL_322714_2018-07-02,Europe,Europe,2018.49863
EPI_ISL_322332_2018-07-13,Europe,Europe,2018.528767
EPI_ISL_322341_2018-07-18,Europe,Europe,2018.542466
EPI_ISL_322718_2018-07-27,Europe,Europe,2018.567123
EPI_ISL_330698_2018-07-12,Europe,Europe,2018.526027
EPI_ISL_396184_2018-07-17,Europe,Europe,2018.539726
EPI_ISL_396790_2018-08-13,Europe,Europe,2018.613699
EPI_ISL_331783_2018-08-22,Europe,Europe,2018.638356
EPI_ISL_396925_2018-08-31,Europe,Europe,2018.663014
EPI_ISL_330701_2018-08-23,Europe,Europe,2018.641096
EPI_ISL_396950_2018-08-23,Europe,Europe,2018.641096
EPI_ISL_396561_2018-09-13,Europe,Europe,2018.69863
EPI_ISL_396408_2018-09-15,Europe,Europe,2018.70411
EPI_ISL_396807_2018-09-14,Europe,Europe,2018.70137
EPI_ISL_396575_2018-09-20,Europe,Europe,2018.717808
EPI_ISL_332731_2018-09-21,Europe,Europe,2018.720548
EPI_ISL_336081_2018-10-09,Europe,Europe,2018.769863
EPI_ISL_396851_2018-10-02,Europe,Europe,2018.750685
EPI_ISL_396953_2018-10-27,Europe,Europe,2018.819178
EPI_ISL_396231_2018-10-19,Europe,Europe,2018.79726
EPI_ISL_396842_2018-10-24,Europe,Europe,2018.810959
EPI_ISL_337924_2018-12-01,Europe,Europe,2018.915068
EPI_ISL_336108_2018-11-17,Europe,Europe,2018.876712
EPI_ISL_332726_2018-11-22,Europe,Europe,2018.890411
EPI_ISL_336099_2018-11-20,Europe,Europe,2018.884932
EPI_ISL_336141_2018-11-03,Europe,Europe,2018.838356
EPI_ISL_335979_2018-12-20,Europe,Europe,2018.967123
EPI_ISL_345760_2018-12-05,Europe,Europe,2018.926027
EPI_ISL_337086_2018-12-04,Europe,Europe,2018.923288
EPI_ISL_335305_2018-12-07,Europe,Europe,2018.931507
EPI_ISL_343999_2018-12-17,Europe,Europe,2018.958904
EPI_ISL_166793_2014-01-20,South America,South America,2014.052055
EPI_ISL_157198_2014-01-22,South America,South America,2014.057534
EPI_ISL_157129_2014-01-18,South America,South America,2014.046575
EPI_ISL_157200_2014-01-07,South America,South America,2014.016438
EPI_ISL_157199_2014-01-29,South America,South America,2014.076712
EPI_ISL_158096_2014-02-19,South America,South America,2014.134247
EPI_ISL_158091_2014-02-15,South America,South America,2014.123288
EPI_ISL_158105_2014-02-20,South America,South America,2014.136986
EPI_ISL_158109_2014-02-19,South America,South America,2014.134247
EPI_ISL_158097_2014-02-20,South America,South America,2014.136986
EPI_ISL_159447_2014-03-20,South America,South America,2014.213699
EPI_ISL_159420_2014-03-05,South America,South America,2014.172603
EPI_ISL_164966_2014-03-29,South America,South America,2014.238356
EPI_ISL_164959_2014-03-24,South America,South America,2014.224658
EPI_ISL_163466_2014-04-02,South America,South America,2014.249315
EPI_ISL_163137_2014-04-29,South America,South America,2014.323288
EPI_ISL_164150_2014-04-22,South America,South America,2014.30411
EPI_ISL_165951_2014-05-01,South America,South America,2014.328767
EPI_ISL_165973_2014-05-01,South America,South America,2014.328767
EPI_ISL_162378_2014-04-17,South America,South America,2014.290411
EPI_ISL_164821_2014-05-06,South America,South America,2014.342466
EPI_ISL_263237_2014-05-28,South America,South America,2014.40274
EPI_ISL_165956_2014-05-07,South America,South America,2014.345205
EPI_ISL_162357_2014-05-07,South America,South America,2014.345205
EPI_ISL_163134_2014-05-12,South America,South America,2014.358904
EPI_ISL_166733_2014-06-28,South America,South America,2014.487671
EPI_ISL_166715_2014-06-19,South America,South America,2014.463014
EPI_ISL_165989_2014-07-02,South America,South America,2014.49863
EPI_ISL_165689_2014-06-05,South America,South America,2014.424658
EPI_ISL_165692_2014-06-30,South America,South America,2014.493151
EPI_ISL_166839_2014-07-22,South America,South America,2014.553425
EPI_ISL_165461_2014-07-11,South America,South America,2014.523288
EPI_ISL_166730_2014-07-07,South America,South America,2014.512329
EPI_ISL_166836_2014-07-25,South America,South America,2014.561644
EPI_ISL_263298_2014-07-07,South America,South America,2014.512329
EPI_ISL_172735_2014-08-04,South America,South America,2014.589041
EPI_ISL_263268_2014-08-20,South America,South America,2014.632877
EPI_ISL_263124_2014-08-18,South America,South America,2014.627397
EPI_ISL_166402_2014-08-24,South America,South America,2014.643836
EPI_ISL_191036_2014-08-29,South America,South America,2014.657534
EPI_ISL_168760_2014-09-25,South America,South America,2014.731507
EPI_ISL_171353_2014-09-16,South America,South America,2014.706849
EPI_ISL_263247_2014-09-22,South America,South America,2014.723288
EPI_ISL_263259_2014-09-08,South America,South America,2014.684932
EPI_ISL_172778_2014-10-20,South America,South America,2014.8
EPI_ISL_168757_2014-10-15,South America,South America,2014.786301
EPI_ISL_167204_2014-10-02,South America,South America,2014.750685
EPI_ISL_168756_2014-10-09,South America,South America,2014.769863
EPI_ISL_171386_2014-10-20,South America,South America,2014.8
EPI_ISL_169624_2014-11-11,South America,South America,2014.860274
EPI_ISL_172529_2014-11-20,South America,South America,2014.884932
EPI_ISL_172298_2014-12-16,South America,South America,2014.956164
EPI_ISL_169625_2014-12-09,South America,South America,2014.936986
EPI_ISL_172299_2014-12-15,South America,South America,2014.953425
EPI_ISL_172302_2014-12-29,South America,South America,2014.991781
EPI_ISL_172771_2014-12-04,South America,South America,2014.923288
EPI_ISL_174501_2015-01-29,South America,South America,2015.076712
EPI_ISL_172300_2015-01-16,South America,South America,2015.041096
EPI_ISL_174502_2015-01-30,South America,South America,2015.079452
EPI_ISL_174486_2015-01-19,South America,South America,2015.049315
EPI_ISL_174490_2015-01-19,South America,South America,2015.049315
EPI_ISL_174505_2015-02-09,South America,South America,2015.106849
EPI_ISL_194969_2015-02-10,South America,South America,2015.109589
EPI_ISL_200674_2015-02-18,South America,South America,2015.131507
EPI_ISL_200678_2015-02-18,South America,South America,2015.131507
EPI_ISL_200683_2015-02-05,South America,South America,2015.09589
EPI_ISL_176766_2015-03-07,South America,South America,2015.178082
EPI_ISL_177645_2015-03-31,South America,South America,2015.243836
EPI_ISL_201229_2015-03-05,South America,South America,2015.172603
EPI_ISL_179502_2015-03-30,South America,South America,2015.241096
EPI_ISL_193340_2015-03-15,South America,South America,2015.2
EPI_ISL_188728_2015-04-28,South America,South America,2015.320548
EPI_ISL_193334_2015-04-24,South America,South America,2015.309589
EPI_ISL_192696_2015-04-13,South America,South America,2015.279452
EPI_ISL_192703_2015-04-09,South America,South America,2015.268493
EPI_ISL_190647_2015-05-01,South America,South America,2015.328767
EPI_ISL_188699_2015-05-10,South America,South America,2015.353425
EPI_ISL_202397_2015-05-05,South America,South America,2015.339726
EPI_ISL_202395_2015-05-28,South America,South America,2015.40274
EPI_ISL_190645_2015-05-22,South America,South America,2015.386301
EPI_ISL_263203_2015-05-09,South America,South America,2015.350685
EPI_ISL_201236_2015-06-27,South America,South America,2015.484932
EPI_ISL_205192_2015-06-15,South America,South America,2015.452055
EPI_ISL_205190_2015-06-15,South America,South America,2015.452055
EPI_ISL_205194_2015-06-15,South America,South America,2015.452055
EPI_ISL_199511_2015-06-30,South America,South America,2015.493151
EPI_ISL_200732_2015-07-16,South America,South America,2015.536986
EPI_ISL_263265_2015-07-16,South America,South America,2015.536986
EPI_ISL_202831_2015-07-24,South America,South America,2015.558904
EPI_ISL_205209_2015-07-30,South America,South America,2015.575342
EPI_ISL_202830_2015-07-19,South America,South America,2015.545205
EPI_ISL_205217_2015-08-11,South America,South America,2015.608219
EPI_ISL_208603_2015-08-11,South America,South America,2015.608219
EPI_ISL_195864_2015-08-03,South America,South America,2015.586301
EPI_ISL_208605_2015-08-21,South America,South America,2015.635616
EPI_ISL_199517_2015-08-13,South America,South America,2015.613699
EPI_ISL_212962_2015-09-04,South America,South America,2015.673973
EPI_ISL_214522_2015-09-15,South America,South America,2015.70411
EPI_ISL_207389_2015-09-16,South America,South America,2015.706849
EPI_ISL_207402_2015-10-01,South America,South America,2015.747945
EPI_ISL_203429_2015-09-16,South America,South America,2015.706849
EPI_ISL_206126_2015-10-07,South America,South America,2015.764384
EPI_ISL_206127_2015-10-27,South America,South America,2015.819178
EPI_ISL_212974_2015-10-10,South America,South America,2015.772603
EPI_ISL_212975_2015-10-10,South America,South America,2015.772603
EPI_ISL_212051_2015-10-08,South America,South America,2015.767123
EPI_ISL_215254_2015-11-17,South America,South America,2015.876712
EPI_ISL_214527_2015-11-10,South America,South America,2015.857534
EPI_ISL_206118_2015-11-06,South America,South America,2015.846575
EPI_ISL_207456_2015-11-06,South America,South America,2015.846575
EPI_ISL_212977_2015-11-10,South America,South America,2015.857534
EPI_ISL_212053_2015-12-28,South America,South America,2015.989041
EPI_ISL_212054_2015-12-25,South America,South America,2015.980822
EPI_ISL_212978_2015-12-04,South America,South America,2015.923288
EPI_ISL_223156_2016-01-05,South America,South America,2016.010929
EPI_ISL_225093_2016-02-28,South America,South America,2016.15847
EPI_ISL_232988_2016-03-10,South America,South America,2016.188525
EPI_ISL_232989_2016-03-16,South America,South America,2016.204918
