gisaid_epi_isl,Region,Lab,Date
EPI_ISL_392526_2019-02-11,Africa,Africa,2019.112329
EPI_ISL_363904_2019-02-17,Africa,Africa,2019.128767
EPI_ISL_363907_2019-02-12,Africa,Africa,2019.115068
EPI_ISL_355094_2019-02-05,Africa,Africa,2019.09589
EPI_ISL_363901_2019-02-25,Africa,Africa,2019.150685
EPI_ISL_393983_2019-02-11,Africa,Africa,2019.112329
EPI_ISL_398313_2019-02-14,Africa,Africa,2019.120548
EPI_ISL_362217_2019-02-11,Africa,Africa,2019.112329
EPI_ISL_363905_2019-02-17,Africa,Africa,2019.128767
EPI_ISL_362226_2019-02-19,Africa,Africa,2019.134247
EPI_ISL_377904_2019-02-26,Africa,Africa,2019.153425
EPI_ISL_392525_2019-02-09,Africa,Africa,2019.106849
EPI_ISL_362218_2019-02-11,Africa,Africa,2019.112329
EPI_ISL_363893_2019-02-17,Africa,Africa,2019.128767
EPI_ISL_363875_2019-02-18,Africa,Africa,2019.131507
EPI_ISL_355000_2019-02-06,Africa,Africa,2019.09863
EPI_ISL_377867_2019-02-05,Africa,Africa,2019.09589
EPI_ISL_377872_2019-02-04,Africa,Africa,2019.093151
EPI_ISL_392529_2019-02-11,Africa,Africa,2019.112329
EPI_ISL_365836_2019-02-11,Africa,Africa,2019.112329
EPI_ISL_362181_2019-02-05,Africa,Africa,2019.09589
EPI_ISL_392520_2019-02-11,Africa,Africa,2019.112329
EPI_ISL_362230_2019-02-25,Africa,Africa,2019.150685
EPI_ISL_362393_2019-02-05,Africa,Africa,2019.09589
EPI_ISL_366005_2019-02-06,Africa,Africa,2019.09863
EPI_ISL_362177_2019-02-04,Africa,Africa,2019.093151
EPI_ISL_391373_2019-02-25,Africa,Africa,2019.150685
EPI_ISL_393584_2019-02-27,Africa,Africa,2019.156164
EPI_ISL_363902_2019-02-24,Africa,Africa,2019.147945
EPI_ISL_365837_2019-02-10,Africa,Africa,2019.109589
EPI_ISL_355003_2019-02-20,Africa,Africa,2019.136986
EPI_ISL_393569_2019-02-25,Africa,Africa,2019.150685
EPI_ISL_377651_2019-02-04,Africa,Africa,2019.093151
EPI_ISL_362233_2019-02-18,Africa,Africa,2019.131507
EPI_ISL_365974_2019-02-08,Africa,Africa,2019.10411
EPI_ISL_363917_2019-02-18,Africa,Africa,2019.131507
EPI_ISL_362225_2019-02-19,Africa,Africa,2019.134247
EPI_ISL_366007_2019-03-19,Africa,Africa,2019.210959
EPI_ISL_362341_2019-03-18,Africa,Africa,2019.208219
EPI_ISL_393603_2019-03-06,Africa,Africa,2019.175342
EPI_ISL_393588_2019-03-12,Africa,Africa,2019.191781
EPI_ISL_363866_2019-03-24,Africa,Africa,2019.224658
EPI_ISL_393579_2019-03-04,Africa,Africa,2019.169863
EPI_ISL_393986_2019-03-21,Africa,Africa,2019.216438
EPI_ISL_365772_2019-03-25,Africa,Africa,2019.227397
EPI_ISL_363958_2019-03-19,Africa,Africa,2019.210959
EPI_ISL_394039_2019-03-14,Africa,Africa,2019.19726
EPI_ISL_365777_2019-03-20,Africa,Africa,2019.213699
EPI_ISL_364005_2019-03-09,Africa,Africa,2019.183562
EPI_ISL_363988_2019-03-19,Africa,Africa,2019.210959
EPI_ISL_393582_2019-03-13,Africa,Africa,2019.194521
EPI_ISL_393580_2019-03-18,Africa,Africa,2019.208219
EPI_ISL_393576_2019-03-04,Africa,Africa,2019.169863
EPI_ISL_393575_2019-03-04,Africa,Africa,2019.169863
EPI_ISL_363898_2019-03-04,Africa,Africa,2019.169863
EPI_ISL_365769_2019-03-20,Africa,Africa,2019.213699
EPI_ISL_365767_2019-03-18,Africa,Africa,2019.208219
EPI_ISL_397216_2019-03-06,Africa,Africa,2019.175342
EPI_ISL_362245_2019-03-14,Africa,Africa,2019.19726
EPI_ISL_363968_2019-03-18,Africa,Africa,2019.208219
EPI_ISL_363963_2019-03-21,Africa,Africa,2019.216438
EPI_ISL_398532_2019-03-18,Africa,Africa,2019.208219
EPI_ISL_363896_2019-03-06,Africa,Africa,2019.175342
EPI_ISL_398555_2019-03-12,Africa,Africa,2019.191781
EPI_ISL_362252_2019-03-03,Africa,Africa,2019.167123
EPI_ISL_364003_2019-03-13,Africa,Africa,2019.194521
EPI_ISL_365780_2019-03-19,Africa,Africa,2019.210959
EPI_ISL_365775_2019-03-21,Africa,Africa,2019.216438
EPI_ISL_377903_2019-03-16,Africa,Africa,2019.20274
EPI_ISL_365778_2019-03-08,Africa,Africa,2019.180822
EPI_ISL_390032_2019-03-19,Africa,Africa,2019.210959
EPI_ISL_362246_2019-03-24,Africa,Africa,2019.224658
EPI_ISL_393987_2019-03-27,Africa,Africa,2019.232877
EPI_ISL_388771_2019-03-22,Africa,Africa,2019.219178
EPI_ISL_393574_2019-03-03,Africa,Africa,2019.167123
EPI_ISL_364001_2019-03-13,Africa,Africa,2019.194521
EPI_ISL_394040_2019-03-31,Africa,Africa,2019.243836
EPI_ISL_365774_2019-03-25,Africa,Africa,2019.227397
EPI_ISL_362250_2019-03-19,Africa,Africa,2019.210959
EPI_ISL_365782_2019-03-05,Africa,Africa,2019.172603
EPI_ISL_365783_2019-03-21,Africa,Africa,2019.216438
EPI_ISL_393583_2019-03-16,Africa,Africa,2019.20274
EPI_ISL_363962_2019-03-21,Africa,Africa,2019.216438
EPI_ISL_365776_2019-03-20,Africa,Africa,2019.213699
EPI_ISL_363956_2019-03-18,Africa,Africa,2019.208219
EPI_ISL_393577_2019-03-04,Africa,Africa,2019.169863
EPI_ISL_365770_2019-03-20,Africa,Africa,2019.213699
EPI_ISL_365784_2019-04-17,Africa,Africa,2019.290411
EPI_ISL_365790_2019-04-03,Africa,Africa,2019.252055
EPI_ISL_365785_2019-04-17,Africa,Africa,2019.290411
EPI_ISL_368194_2019-04-03,Africa,Africa,2019.252055
EPI_ISL_368204_2019-04-16,Africa,Africa,2019.287671
EPI_ISL_368206_2019-04-09,Africa,Africa,2019.268493
EPI_ISL_376961_2019-04-12,Africa,Africa,2019.276712
EPI_ISL_387019_2019-04-15,Africa,Africa,2019.284932
EPI_ISL_387020_2019-04-23,Africa,Africa,2019.306849
EPI_ISL_387028_2019-04-17,Africa,Africa,2019.290411
EPI_ISL_388748_2019-04-12,Africa,Africa,2019.276712
EPI_ISL_388749_2019-04-16,Africa,Africa,2019.287671
EPI_ISL_388750_2019-04-16,Africa,Africa,2019.287671
EPI_ISL_390030_2019-04-17,Africa,Africa,2019.290411
EPI_ISL_391117_2019-04-03,Africa,Africa,2019.252055
EPI_ISL_393570_2019-04-17,Africa,Africa,2019.290411
EPI_ISL_393970_2019-04-23,Africa,Africa,2019.306849
EPI_ISL_393984_2019-04-23,Africa,Africa,2019.306849
EPI_ISL_393991_2019-04-04,Africa,Africa,2019.254795
EPI_ISL_393992_2019-04-04,Africa,Africa,2019.254795
EPI_ISL_394041_2019-04-23,Africa,Africa,2019.306849
EPI_ISL_395103_2019-04-03,Africa,Africa,2019.252055
EPI_ISL_395595_2019-04-11,Africa,Africa,2019.273973
EPI_ISL_398790_2019-04-03,Africa,Africa,2019.252055
EPI_ISL_376958_2019-05-23,Africa,Africa,2019.389041
EPI_ISL_376960_2019-05-13,Africa,Africa,2019.361644
EPI_ISL_387021_2019-05-06,Africa,Africa,2019.342466
EPI_ISL_388751_2019-05-13,Africa,Africa,2019.361644
EPI_ISL_388752_2019-05-13,Africa,Africa,2019.361644
EPI_ISL_388753_2019-05-14,Africa,Africa,2019.364384
EPI_ISL_388754_2019-05-14,Africa,Africa,2019.364384
EPI_ISL_388755_2019-05-14,Africa,Africa,2019.364384
EPI_ISL_388756_2019-05-20,Africa,Africa,2019.380822
EPI_ISL_388757_2019-05-22,Africa,Africa,2019.386301
EPI_ISL_388758_2019-05-21,Africa,Africa,2019.383562
EPI_ISL_388759_2019-05-22,Africa,Africa,2019.386301
EPI_ISL_388760_2019-05-28,Africa,Africa,2019.40274
EPI_ISL_388761_2019-05-31,Africa,Africa,2019.410959
EPI_ISL_388762_2019-05-31,Africa,Africa,2019.410959
EPI_ISL_393757_2019-05-20,Africa,Africa,2019.380822
EPI_ISL_393758_2019-05-20,Africa,Africa,2019.380822
EPI_ISL_393759_2019-05-22,Africa,Africa,2019.386301
EPI_ISL_393971_2019-05-06,Africa,Africa,2019.342466
EPI_ISL_393985_2019-05-24,Africa,Africa,2019.391781
EPI_ISL_394042_2019-05-05,Africa,Africa,2019.339726
EPI_ISL_394043_2019-05-19,Africa,Africa,2019.378082
EPI_ISL_395330_2019-05-17,Africa,Africa,2019.372603
EPI_ISL_395337_2019-05-20,Africa,Africa,2019.380822
EPI_ISL_395359_2019-05-03,Africa,Africa,2019.334247
EPI_ISL_395360_2019-05-13,Africa,Africa,2019.361644
EPI_ISL_395361_2019-05-13,Africa,Africa,2019.361644
EPI_ISL_395591_2019-05-28,Africa,Africa,2019.40274
EPI_ISL_395592_2019-05-27,Africa,Africa,2019.4
EPI_ISL_395593_2019-05-21,Africa,Africa,2019.383562
EPI_ISL_395594_2019-05-15,Africa,Africa,2019.367123
EPI_ISL_398772_2019-05-28,Africa,Africa,2019.40274
EPI_ISL_398945_2019-05-20,Africa,Africa,2019.380822
EPI_ISL_376956_2019-06-10,Africa,Africa,2019.438356
EPI_ISL_376957_2019-06-04,Africa,Africa,2019.421918
EPI_ISL_376959_2019-06-04,Africa,Africa,2019.421918
EPI_ISL_388763_2019-06-04,Africa,Africa,2019.421918
EPI_ISL_388764_2019-06-04,Africa,Africa,2019.421918
EPI_ISL_388765_2019-06-05,Africa,Africa,2019.424658
EPI_ISL_388766_2019-06-05,Africa,Africa,2019.424658
EPI_ISL_388767_2019-06-10,Africa,Africa,2019.438356
EPI_ISL_388768_2019-06-10,Africa,Africa,2019.438356
EPI_ISL_393761_2019-06-19,Africa,Africa,2019.463014
EPI_ISL_393780_2019-06-21,Africa,Africa,2019.468493
EPI_ISL_393782_2019-06-03,Africa,Africa,2019.419178
EPI_ISL_393993_2019-06-06,Africa,Africa,2019.427397
EPI_ISL_394044_2019-06-25,Africa,Africa,2019.479452
EPI_ISL_394923_2019-07-01,Africa,Africa,2019.49589
EPI_ISL_395323_2019-06-30,Africa,Africa,2019.493151
EPI_ISL_395331_2019-06-28,Africa,Africa,2019.487671
EPI_ISL_395332_2019-06-28,Africa,Africa,2019.487671
EPI_ISL_395333_2019-06-26,Africa,Africa,2019.482192
EPI_ISL_395338_2019-06-16,Africa,Africa,2019.454795
EPI_ISL_395343_2019-06-26,Africa,Africa,2019.482192
EPI_ISL_395347_2019-06-10,Africa,Africa,2019.438356
EPI_ISL_395356_2019-06-25,Africa,Africa,2019.479452
EPI_ISL_395362_2019-06-14,Africa,Africa,2019.449315
EPI_ISL_395363_2019-06-14,Africa,Africa,2019.449315
EPI_ISL_395364_2019-06-16,Africa,Africa,2019.454795
EPI_ISL_395365_2019-06-21,Africa,Africa,2019.468493
EPI_ISL_395366_2019-06-24,Africa,Africa,2019.476712
EPI_ISL_395588_2019-06-05,Africa,Africa,2019.424658
EPI_ISL_395589_2019-06-04,Africa,Africa,2019.421918
EPI_ISL_398795_2019-06-20,Africa,Africa,2019.465753
EPI_ISL_398942_2019-06-21,Africa,Africa,2019.468493
EPI_ISL_400887_2019-06-05,Africa,Africa,2019.424658
EPI_ISL_410988_2019-06-05,Africa,Africa,2019.424658
EPI_ISL_390123_2019-07-19,Africa,Africa,2019.545205
EPI_ISL_390124_2019-07-21,Africa,Africa,2019.550685
EPI_ISL_390125_2019-07-20,Africa,Africa,2019.547945
EPI_ISL_390126_2019-07-20,Africa,Africa,2019.547945
EPI_ISL_393781_2019-07-03,Africa,Africa,2019.50137
EPI_ISL_393978_2019-07-14,Africa,Africa,2019.531507
EPI_ISL_394904_2019-07-10,Africa,Africa,2019.520548
EPI_ISL_394924_2019-07-12,Africa,Africa,2019.526027
EPI_ISL_394948_2019-07-17,Africa,Africa,2019.539726
EPI_ISL_394949_2019-07-15,Africa,Africa,2019.534247
EPI_ISL_394950_2019-07-09,Africa,Africa,2019.517808
EPI_ISL_395324_2019-07-15,Africa,Africa,2019.534247
EPI_ISL_395326_2019-07-14,Africa,Africa,2019.531507
EPI_ISL_395327_2019-07-14,Africa,Africa,2019.531507
EPI_ISL_395328_2019-07-17,Africa,Africa,2019.539726
EPI_ISL_395329_2019-07-03,Africa,Africa,2019.50137
EPI_ISL_395334_2019-07-08,Africa,Africa,2019.515068
EPI_ISL_395335_2019-07-18,Africa,Africa,2019.542466
EPI_ISL_395336_2019-07-18,Africa,Africa,2019.542466
EPI_ISL_395341_2019-07-30,Africa,Africa,2019.575342
EPI_ISL_395342_2019-07-27,Africa,Africa,2019.567123
EPI_ISL_395344_2019-07-25,Africa,Africa,2019.561644
EPI_ISL_395345_2019-07-23,Africa,Africa,2019.556164
EPI_ISL_401318_2019-07-17,Africa,Africa,2019.539726
EPI_ISL_401680_2019-07-12,Africa,Africa,2019.526027
EPI_ISL_401682_2019-07-05,Africa,Africa,2019.506849
EPI_ISL_395339_2019-08-11,Africa,Africa,2019.608219
EPI_ISL_395340_2019-08-10,Africa,Africa,2019.605479
EPI_ISL_406170_2019-08-05,Africa,Africa,2019.591781
EPI_ISL_409100_2019-08-29,Africa,Africa,2019.657534
EPI_ISL_409415_2019-08-28,Africa,Africa,2019.654795
EPI_ISL_400779_2019-09-12,Africa,Africa,2019.69589
EPI_ISL_400781_2019-09-20,Africa,Africa,2019.717808
EPI_ISL_400782_2019-09-20,Africa,Africa,2019.717808
EPI_ISL_400786_2019-09-25,Africa,Africa,2019.731507
EPI_ISL_400789_2019-09-27,Africa,Africa,2019.736986
EPI_ISL_400790_2019-09-27,Africa,Africa,2019.736986
EPI_ISL_400791_2019-09-29,Africa,Africa,2019.742466
EPI_ISL_400792_2019-09-29,Africa,Africa,2019.742466
EPI_ISL_402407_2019-09-10,Africa,Africa,2019.690411
EPI_ISL_402506_2019-09-24,Africa,Africa,2019.728767
EPI_ISL_402508_2019-09-17,Africa,Africa,2019.709589
EPI_ISL_402773_2019-10-01,Africa,Africa,2019.747945
EPI_ISL_402774_2019-09-27,Africa,Africa,2019.736986
EPI_ISL_402775_2019-09-25,Africa,Africa,2019.731507
EPI_ISL_402776_2019-09-23,Africa,Africa,2019.726027
EPI_ISL_406165_2019-09-02,Africa,Africa,2019.668493
EPI_ISL_406166_2019-09-04,Africa,Africa,2019.673973
EPI_ISL_406167_2019-09-13,Africa,Africa,2019.69863
EPI_ISL_406168_2019-09-13,Africa,Africa,2019.69863
EPI_ISL_406169_2019-09-11,Africa,Africa,2019.693151
EPI_ISL_406171_2019-09-18,Africa,Africa,2019.712329
EPI_ISL_406172_2019-09-18,Africa,Africa,2019.712329
EPI_ISL_406173_2019-09-27,Africa,Africa,2019.736986
EPI_ISL_409091_2019-09-27,Africa,Africa,2019.736986
EPI_ISL_409371_2019-09-29,Africa,Africa,2019.742466
EPI_ISL_409411_2019-09-12,Africa,Africa,2019.69589
EPI_ISL_409412_2019-09-12,Africa,Africa,2019.69589
EPI_ISL_409413_2019-09-13,Africa,Africa,2019.69863
EPI_ISL_409414_2019-09-10,Africa,Africa,2019.690411
EPI_ISL_402502_2019-10-11,Africa,Africa,2019.775342
EPI_ISL_402504_2019-10-15,Africa,Africa,2019.786301
EPI_ISL_402765_2019-10-31,Africa,Africa,2019.830137
EPI_ISL_402766_2019-10-25,Africa,Africa,2019.813699
EPI_ISL_402767_2019-10-24,Africa,Africa,2019.810959
EPI_ISL_402768_2019-10-25,Africa,Africa,2019.813699
EPI_ISL_402770_2019-10-14,Africa,Africa,2019.783562
EPI_ISL_402771_2019-10-14,Africa,Africa,2019.783562
EPI_ISL_402772_2019-10-14,Africa,Africa,2019.783562
EPI_ISL_402779_2019-10-15,Africa,Africa,2019.786301
EPI_ISL_402780_2019-10-16,Africa,Africa,2019.789041
EPI_ISL_406174_2019-10-28,Africa,Africa,2019.821918
EPI_ISL_406175_2019-11-01,Africa,Africa,2019.832877
EPI_ISL_409416_2019-10-24,Africa,Africa,2019.810959
EPI_ISL_409417_2019-10-24,Africa,Africa,2019.810959
EPI_ISL_409449_2019-10-24,Africa,Africa,2019.810959
EPI_ISL_409408_2019-10-24,Africa,Africa,2019.810959
EPI_ISL_409409_2019-10-24,Africa,Africa,2019.810959
EPI_ISL_406176_2019-11-04,Africa,Africa,2019.841096
EPI_ISL_406177_2019-11-12,Africa,Africa,2019.863014
EPI_ISL_406178_2019-11-16,Africa,Africa,2019.873973
EPI_ISL_406179_2019-11-11,Africa,Africa,2019.860274
EPI_ISL_407476_2019-11-12,Africa,Africa,2019.863014
EPI_ISL_407477_2019-11-16,Africa,Africa,2019.873973
EPI_ISL_407478_2019-11-11,Africa,Africa,2019.860274
EPI_ISL_409344_2019-11-27,Africa,Africa,2019.90411
EPI_ISL_409345_2019-11-27,Africa,Africa,2019.90411
EPI_ISL_409346_2019-11-25,Africa,Africa,2019.89863
EPI_ISL_409347_2019-11-25,Africa,Africa,2019.89863
EPI_ISL_409348_2019-11-25,Africa,Africa,2019.89863
EPI_ISL_409349_2019-11-24,Africa,Africa,2019.89589
EPI_ISL_409350_2019-11-08,Africa,Africa,2019.852055
EPI_ISL_409351_2019-11-18,Africa,Africa,2019.879452
EPI_ISL_409353_2019-11-06,Africa,Africa,2019.846575
EPI_ISL_409354_2019-11-05,Africa,Africa,2019.843836
EPI_ISL_409355_2019-11-05,Africa,Africa,2019.843836
EPI_ISL_409356_2019-11-05,Africa,Africa,2019.843836
EPI_ISL_409357_2019-11-05,Africa,Africa,2019.843836
EPI_ISL_409358_2019-11-05,Africa,Africa,2019.843836
EPI_ISL_409359_2019-11-05,Africa,Africa,2019.843836
EPI_ISL_409360_2019-11-04,Africa,Africa,2019.841096
EPI_ISL_409361_2019-11-04,Africa,Africa,2019.841096
EPI_ISL_409363_2019-11-03,Africa,Africa,2019.838356
EPI_ISL_409407_2019-11-06,Africa,Africa,2019.846575
EPI_ISL_409410_2019-11-10,Africa,Africa,2019.857534
EPI_ISL_409437_2019-11-04,Africa,Africa,2019.841096
EPI_ISL_411132_2019-11-21,Africa,Africa,2019.887671
EPI_ISL_402769_2019-12-22,Africa,Africa,2019.972603
EPI_ISL_409343_2019-12-03,Africa,Africa,2019.920548
EPI_ISL_337026_2019-01-14,Europe,Europe,2019.035616
EPI_ISL_389188_2019-01-29,Europe,Europe,2019.076712
EPI_ISL_342016_2019-01-07,Europe,Europe,2019.016438
EPI_ISL_338399_2019-01-24,Europe,Europe,2019.063014
EPI_ISL_346326_2019-01-09,Europe,Europe,2019.021918
EPI_ISL_347165_2019-01-28,Europe,Europe,2019.073973
EPI_ISL_347148_2019-01-09,Europe,Europe,2019.021918
EPI_ISL_366670_2019-01-28,Europe,Europe,2019.073973
EPI_ISL_389179_2019-01-14,Europe,Europe,2019.035616
EPI_ISL_347168_2019-01-02,Europe,Europe,2019.00274
EPI_ISL_337200_2019-01-08,Europe,Europe,2019.019178
EPI_ISL_389204_2019-01-31,Europe,Europe,2019.082192
EPI_ISL_345540_2019-01-18,Europe,Europe,2019.046575
EPI_ISL_377494_2019-01-14,Europe,Europe,2019.035616
EPI_ISL_341930_2019-01-21,Europe,Europe,2019.054795
EPI_ISL_355129_2019-01-08,Europe,Europe,2019.019178
EPI_ISL_336170_2019-01-02,Europe,Europe,2019.00274
EPI_ISL_339539_2019-01-23,Europe,Europe,2019.060274
EPI_ISL_366960_2019-01-28,Europe,Europe,2019.073973
EPI_ISL_342027_2019-01-06,Europe,Europe,2019.013699
EPI_ISL_346318_2019-01-12,Europe,Europe,2019.030137
EPI_ISL_355006_2019-01-03,Europe,Europe,2019.005479
EPI_ISL_364770_2019-01-25,Europe,Europe,2019.065753
EPI_ISL_410275_2019-01-26,Europe,Europe,2019.068493
EPI_ISL_345806_2019-01-22,Europe,Europe,2019.057534
EPI_ISL_346309_2019-01-02,Europe,Europe,2019.00274
EPI_ISL_355046_2019-01-09,Europe,Europe,2019.021918
EPI_ISL_355244_2019-01-03,Europe,Europe,2019.005479
EPI_ISL_388707_2019-01-22,Europe,Europe,2019.057534
EPI_ISL_339304_2019-01-11,Europe,Europe,2019.027397
EPI_ISL_339371_2019-01-15,Europe,Europe,2019.038356
EPI_ISL_345729_2019-01-14,Europe,Europe,2019.035616
EPI_ISL_389184_2019-01-18,Europe,Europe,2019.046575
EPI_ISL_337019_2019-01-10,Europe,Europe,2019.024658
EPI_ISL_354510_2019-01-29,Europe,Europe,2019.076712
EPI_ISL_338287_2019-01-07,Europe,Europe,2019.016438
EPI_ISL_355067_2019-01-07,Europe,Europe,2019.016438
EPI_ISL_366955_2019-01-29,Europe,Europe,2019.076712
EPI_ISL_351755_2019-01-22,Europe,Europe,2019.057534
EPI_ISL_350641_2019-01-28,Europe,Europe,2019.073973
EPI_ISL_412380_2019-01-04,Europe,Europe,2019.008219
EPI_ISL_344216_2019-01-18,Europe,Europe,2019.046575
EPI_ISL_366669_2019-01-28,Europe,Europe,2019.073973
EPI_ISL_345805_2019-01-21,Europe,Europe,2019.054795
EPI_ISL_336997_2019-01-10,Europe,Europe,2019.024658
EPI_ISL_344066_2019-01-17,Europe,Europe,2019.043836
EPI_ISL_338764_2019-01-03,Europe,Europe,2019.005479
EPI_ISL_340498_2019-01-03,Europe,Europe,2019.005479
EPI_ISL_341962_2019-01-07,Europe,Europe,2019.016438
EPI_ISL_354667_2019-01-27,Europe,Europe,2019.071233
EPI_ISL_377450_2019-02-23,Europe,Europe,2019.145205
EPI_ISL_377481_2019-02-19,Europe,Europe,2019.134247
EPI_ISL_388731_2019-02-12,Europe,Europe,2019.115068
EPI_ISL_364776_2019-02-01,Europe,Europe,2019.084932
EPI_ISL_343326_2019-02-19,Europe,Europe,2019.134247
EPI_ISL_365786_2019-02-13,Europe,Europe,2019.117808
EPI_ISL_365492_2019-02-14,Europe,Europe,2019.120548
EPI_ISL_357149_2019-02-23,Europe,Europe,2019.145205
EPI_ISL_349474_2019-02-25,Europe,Europe,2019.150685
EPI_ISL_345716_2019-02-21,Europe,Europe,2019.139726
EPI_ISL_347571_2019-03-01,Europe,Europe,2019.161644
EPI_ISL_367791_2019-02-27,Europe,Europe,2019.156164
EPI_ISL_364341_2019-02-17,Europe,Europe,2019.128767
EPI_ISL_365510_2019-02-26,Europe,Europe,2019.153425
EPI_ISL_355227_2019-02-15,Europe,Europe,2019.123288
EPI_ISL_410281_2019-02-24,Europe,Europe,2019.147945
EPI_ISL_361951_2019-02-07,Europe,Europe,2019.10137
EPI_ISL_345719_2019-02-05,Europe,Europe,2019.09589
EPI_ISL_365496_2019-02-19,Europe,Europe,2019.134247
EPI_ISL_357323_2019-02-11,Europe,Europe,2019.112329
EPI_ISL_345710_2019-02-11,Europe,Europe,2019.112329
EPI_ISL_372637_2019-02-12,Europe,Europe,2019.115068
EPI_ISL_344862_2019-02-25,Europe,Europe,2019.150685
EPI_ISL_354459_2019-02-17,Europe,Europe,2019.128767
EPI_ISL_354435_2019-02-22,Europe,Europe,2019.142466
EPI_ISL_357194_2019-02-12,Europe,Europe,2019.115068
EPI_ISL_344158_2019-02-06,Europe,Europe,2019.09863
EPI_ISL_355226_2019-02-13,Europe,Europe,2019.117808
EPI_ISL_364361_2019-02-24,Europe,Europe,2019.147945
EPI_ISL_367805_2019-02-07,Europe,Europe,2019.10137
EPI_ISL_343230_2019-02-13,Europe,Europe,2019.117808
EPI_ISL_355036_2019-02-25,Europe,Europe,2019.150685
EPI_ISL_368814_2019-02-28,Europe,Europe,2019.158904
EPI_ISL_357151_2019-02-27,Europe,Europe,2019.156164
EPI_ISL_366664_2019-02-06,Europe,Europe,2019.09863
EPI_ISL_387401_2019-02-26,Europe,Europe,2019.153425
